tweet,clean_tweet,emotion
" #15: @Chowkidar Rahul ed ""@Airtel_Presence Thank you Vaishnavi for explanation. It's my mistake that I chose airtel DTH and airtel postpaid connection. For both the connection I'm not satisfied. I will be moving to different service provider and throw your DTH box dustbin. I let go my 1432rs which I paid for set of box""",thank explanation mistake chose postpaid connection connection satisfied moving different service provider throw box dustbin let set box,happy
" #17: @Selvan ed ""Tamilnadu BJP leader said central Govt.  is implementing lot of welfare scheme for Tamilnadu.  Is this true in Trichy Railway appointment.  Tamilnadu CM and Tamilnadu BJP leaders satisfied with this issue?""",leader said central lot welfare scheme true trichy railway appointment satisfied issue,happy
" #20: @Rebel Girl ed ""#MyBestTalentIs creating wondrous scenarios involving anime characters that will never happen. Hint: They all end up with me in bed completely satisfied. Thanks, Gin-san.""",rebel girl wondrous anime never happen hint end bed completely satisfied thanks,happy
" #22: @Life, Liberty, & ed ""Life, liberty, and the pursuit of when everyone was very satisfied on our presentation and overall paper contents.""",life liberty life liberty pursuit everyone satisfied presentation overall paper content,happy
" #23: @Tony M. ed ""@jennycohn1 Can Trump turn your efforts against you as elections near? What keeps him from claiming that indeed voting machines are rigged and elections should be postponed until he and the @GOP) are satisfied that they are not?""",tony trump turn near indeed voting satisfied,happy
" #24: @CHOWKIDAAR Mahendra Upadhyay ed ""@SecretDurga2 jst jst from below my heart im feeling SATISFIED today""",heart feeling satisfied today,happy
" #25: @Random News ed ""Satisfied To Begins Pour Outbid the SEC in Netflix’s ‘Front-""",random news satisfied pour outbid sec,happy
" #27: @🦋Omg_Its_Ruby🦋 ed ""Some of y’all are satisfied with being no one and that’s okay. Where I am now is just a stop along the way 😼 #Chasingdreams""",satisfied one stop along way,happy
" #28: @Richelle Mullins ed ""#drawing Wanted to practice dark skin, so I made this today, I feel very satisfied with it! https://t.co/rdFuvSnBLG""",drawing practice dark skin made today feel satisfied,happy
" #29: @🤡 ed ""Honestly if it was just a bunch of blooper shots like this, preferrably some of them in slow mo, I would be very satisfied. https://t.co/azTv2Qyu49""",honestly bunch blooper like slow would satisfied,happy
" #30: @I AM SPARTACUS!🇺🇸🇵🇷 ed ""@debiowens I want a refund. I already can tell I won't be satisfied.""",want refund already tell wont satisfied,happy
" #31: @Fiona Leppard ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",campaign found broke law police separate yearlong,happy
" #32: @carte-blanche ed ""RT @matthewamiller: “It sounds like you’re satisfied with that...thanks for the clarification of your question.” Stiff competition, but Pom…""",like satisfied clarification stiff competition,happy
" #33: @Ankit Anand ed ""There's r so many flaws being witnessed in the board itself...I can see the numbers of student ,who r not satisfied of the marks they have been awarded...The countries well knows the availability of resources.. Infrastructure... Before playing with the career ...life of Students.""",there many board see student satisfied well availability infrastructure career life,happy
" #34: @Janine Hills ed ""IEC satisfied with special voting process so far https://t.co/J5HpDt4aVG""",satisfied special voting process far,happy
" #35: @Daisybeebee ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",campaign found broke law police separate yearlong,happy
" #36: @* . ༚⁀➴ 𝐍. ( H. SPOILERS. ) ed ""@NotThatBarnes Scarfs it down, making a mess in the process. This is really happening. This is the best.Rolls onto her back, satisfied. Paws in the air.""",making mess process really happening onto back satisfied air,happy
" #37: @🏳️‍🌈😜 ed ""RT @abnormallyadam: that was... perfect?? I AM SO SATISFIED WITH THAT ENDING, I COULD'VE ASKED FOR NOTHING MORE. #ShadowhuntersChat #Shadow…""",perfect satisfied ending nothing,happy
" #38: @State Capture News ed ""RT @IOL: The #IEC said it was satisfied overall with the first day of special voting for the 2019 national and provincial elections. https:…""",state capture news said satisfied overall first day special voting national provincial,happy
" #39: @Kevin Pennyfeather ed ""I’ve listened to the Hamilton cast recording eight times, and “Satisfied” 67 times in the last five days…I am now also going to New York for the first time next month to see the musical on Broadway.It has been a week, y’all.""",cast recording eight time time last five also going new york first time next month see musical week,happy
" #41: @🇬🇾🗽Sydette Only ""the Lord's Jubilee""🗽🇬🇾 ed ""In worlds and mediums ( art/theatre/ music) that are never satisfied , are encoded with class, are often dripping with disdain for people when they are alive while picking their corpses while dead  CAMP is satisfaction""",music never satisfied class often dripping disdain people alive dead camp satisfaction,happy
" #42: @safe as Milk ed ""RT @jawnyutah: Started a hydration business. Here’s a video of my first satisfied customer https://t.co/mxam4cpa6D""",safe milk hydration business video first satisfied customer,happy
" #43: @chin ♡ ed ""@ShilinaGolez satisfied kos ending!!! tho i still have some questions charot hahahaha""",chin satisfied ending tho still,happy
" #45: @Bryan ed ""RT @LunkersTV: I somewhat feel satisfied reading the triggered comments on the bow fishing videos Yes in America we shoot fish with a bow…""",somewhat feel satisfied reading triggered bow fishing yes shoot fish,happy
" #46: @Rachel Joy Larris ed ""RT @Blackamazon: This is about saying F*** you to societies that coded you as less. That made fun of your SINCERITY . It’s supposed to be t…""",joy saying made fun sincerity supposed,happy
" #47: @Nomayini 2019 ✌ ed ""RT @SuperSportTV: BREAKING: Percy Tau has been named as the Proximus League Player of the Year in Belgium's second tier 🇿🇦👏🔥 https://t.co/L…""",breaking tau league player year second tier,happy
" #48: @Elaine Tarrobago ed ""real happiness is when everyone was very satisfied on our presentation and overall paper contents. So proud of all of our hard works😊 https://t.co/eKPs1YORfV""",elaine real happiness everyone satisfied presentation overall paper content hard,happy
" #49: @Eyewitness News ed ""IEC satisfied with special voting process so far https://t.co/ARrkbNzovM https://t.co/Yyc36Zxxyq""",eyewitness news satisfied special voting process far,happy
" #52: @Adekunle Emmanuel ed ""RT @GbemiDennis: ""That which is desirable in a man is his loyalty and unfailing love, but it is better to be a poor man than a [wealthy] li…""",desirable man loyalty unfailing love better poor man wealthy,happy
" #54: @sunil ed ""@tvsmotorcompany I bought the bike in 25 January 2018 and I have been facing battry issue last six month, whereas once the battery changed last January 2019.Till I am facing issues like relay problem  carban problem etc.And service centre is not satisfied to me.""",bought bike facing issue last six month whereas battery last facing like relay problem problem service satisfied,happy
" #55: @定義を英語で言ってみたbot ed ""The vectors (v_i) are said to be LINEAR INDEPENDENT if the equation a_1･v_1+...+a_n･v_n=0 can only be satisfied by a_i for i=1,..., n.""",bot said linear independent equation satisfied,happy
" #56: @Gerardoserna ed ""Loving the progress but still not satisfied... https://t.co/G5WjJVOdpk""",loving progress still satisfied,happy
" #57: @Sydwell ed ""RT @Scripture_Truth: My soul is satisfied as with a rich feast. -Psalms 63.5""",soul satisfied rich feast,happy
" #58: @Bhushan ed ""We as Indians ate not satisfied with gifs which are available we want more gif with  indian  context will @TwitterIndia pay heed https://t.co/7uZ6nWLz20""",ate satisfied available want gif context pay heed,happy
" #59: @✧ JACK DANIELS. ed ""@RedBipolarism ❛ i always deserve them. ❜ hmm. he is not quite satisfied. moving to bite down on ian’s neck lightly. metaphorical vampire.""",jack always deserve quite satisfied moving bite neck lightly metaphorical vampire,happy
" #60: @Joe Pelech ed ""RT @JudgeJeanine: Don’t be satisfied with the Mueller report. This is bound to happen again b/c these arrogant, condescending, lying, leaki…""",joe satisfied report bound happen arrogant condescending lying,happy
" #61: @Sorin Cristescu ed ""@RajarshiMaitra @anguschampion Doesn't prevent anyone for claiming ""that's not TRUE blockchain because it doesn't fit MY definition of blockchain"". What matters to us is that the customer needs have been satisfied.""",doesnt prevent anyone thats true doesnt fit definition customer need satisfied,happy
" #62: @TheRealAboki ed ""RT @GbemiDennis: ""That which is desirable in a man is his loyalty and unfailing love, but it is better to be a poor man than a [wealthy] li…""",desirable man loyalty unfailing love better poor man wealthy,happy
" #63: @Indy™McPope #MassExodus #DissolveTheUnion ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",campaign found broke law police separate yearlong,happy
" #64: @🇬🇾🗽Sydette Only ""the Lord's Jubilee""🗽🇬🇾 ed ""This is about saying F*** you to societies that coded you as less. That made fun of your SINCERITY . It’s supposed to be triumphant exquisite and most of all SATISFIED""",saying made fun sincerity supposed triumphant exquisite satisfied,happy
" #65: @⚡️ Lita ⚡️ ed ""Finally got to see this epic shit..... I feel destroyed, eternally happy, amused all the fucking feels right now. 😭😭😭 Side note: dad was throughly satisfied after all the hype talk from him past week 😂😂 https://t.co/B2wViiAf6n""",finally got see epic feel eternally happy amused right side note dad satisfied talk past week,happy
" #66: @Jordan T ed ""Thank u for watching! Ill never claim to be the best singer in the world and ill never be satisfied with my performances, but ill practice my ash off to get it right! music is my form of journaling!  Bitty Mclean is one my favorite artists heres a  cover of ""games"". Love u fam! https://t.co/3UYJWxVKSw""",jordan thank watching ill never claim best singer world ill never satisfied ill practice ash get right music form bitty one favorite cover love fam,happy
" #67: @sugar momma ed ""I was expecting her dress to transform haha like reveal something really powerful about being a woman, but I’m still very satisfied https://t.co/bxyIPclO8g""",sugar dress transform like reveal something really powerful woman still satisfied,happy
